deviceName,deviceType,ipAddress,productFamily,modelNr,serialNr,softwareVersion,systemTime,upTime
MTSTPMCNT-DC106-DS01.network.providence.org,Cisco Catalyst 4500 Virtual Switching System,10.196.255.15,Switches and Hubs,WS-C4500X-32,JAE223403F8,03.11.01.E,2021-02-16T07:39:34.000Z,18848725672
CA-SECP-FAMG-001A-S01.network.providence.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.8.60.31,Switches and Hubs,WS-C2960X-48FPS-L,FCW1830A4KW,15.2(2)E4,2021-02-16T07:38:05.000Z,18612981060
CA-SJMC-GSDC-R108-S01.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.1.90.97,Switches and Hubs,WS-C3850-48F-L,FOC1818X02D,16.6.6,2021-02-16T07:39:34.000Z,27489565188
QVMMC-LAS-PAV135-02.stjoe.org,Cisco 3750 Stackable Switches,10.208.143.34,Switches and Hubs,WS-C3750X-48PF-L,FDO1649P0NJ,12.2(55)SE6,2021-02-16T07:46:16.000Z,521712538
WSBY-4B7-GUEST-WC01,Cisco 5508 Wireless LAN Controller,170.173.166.66,Wireless Controller,AIR-CT5508-K9,FCW1745L06B,8.5.164.0,2021-02-16T07:37:39.000Z,15167149527
OR-POPK-BDG2-005W-S01.network.providence.org,Cisco Catalyst 9300 Switch,10.150.16.29,Switches and Hubs,C9300-48P,FCW2131G0EJ,16.6.2,2021-02-16T07:39:34.000Z,67695868268
OPOP3PROC-S04.network.providence.org,Cisco Catalyst 2960CPD-8PT-L Switch,10.246.141.15,Switches and Hubs,WS-C2960CPD-8PT-L,FOC2145Y1VY,15.2(2)E7,2021-02-16T07:39:34.000Z,11558712498
CA-TZMC-NBDG-002A-S01.network.providence.org,Cisco Catalyst 9300 Switch,10.5.90.3,Switches and Hubs,C9300-48P,FCW2132G0U7,16.6.1,2021-02-16T07:39:34.000Z,67683680261
WA-FHLH-HETH-006A-S01.swedish.org,Cisco Catalyst38xx stack-able ethernet switch,10.211.255.82,Switches and Hubs,WS-C3850-48U-S,FOC2116L03M,16.6.6,2021-02-16T07:39:34.000Z,254665816
HBAL-04-3750.Swedish.org,Cisco 3750 Stackable Switches,10.216.255.11,Switches and Hubs,WS-C3750V2-48PS-E,FDO1635Y0D2,12.2(50)SE5,2021-02-16T07:39:34.000Z,20320954264
ORNEWMCNT-MOB2-1-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.245.255.18,Switches and Hubs,C9300-48U,FJC2333U0H4,16.6.6,2021-02-16T07:41:11.000Z,30964113733
WASTPMCNT-0001G-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.236.99.136,Switches and Hubs,C9300-48P,FOC2234Q07P,16.6.2,2021-02-16T07:41:11.000Z,52991137872
OPOP1-1C-S001.network.providence.org,Cisco 3750 Stackable Switches,10.246.255.13,Switches and Hubs,WS-C3750V2-48PS-S,FDO1451X0B1,12.2(55)SE1,2021-02-16T07:38:05.000Z,9348664835
WABROBONT-01IDF-AS01.network.providence.org,Cisco 3750 Stackable Switches,10.232.72.5,Switches and Hubs,WS-C3750-48PS-S,CAT1035ZLSM,12.2(55)SE5,2021-02-16T07:35:35.000Z,31575437529
ORMFRMCNT-001W-R001-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.150.20.18,Switches and Hubs,C9300-48P,FCW2237C054,16.6.5,2021-02-16T07:41:11.000Z,54917826739
WSBY3A9S001.network.providence.org,Cisco Catalyst 2960-24-S Switch,10.227.112.4,Switches and Hubs,WS-C2960-24-S,FOC1248X0PY,15.0(2)SE11,2021-02-16T07:35:35.000Z,9728196309
CA-FAMG-SFMJ-002C-S01.network.providence.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.8.140.22,Switches and Hubs,WS-C2960X-48FPS-L,FOC1742S3S2,15.2(2)E4,2021-02-16T07:38:05.000Z,16207358760
ORSWDMPNT-01MDF-WR01.network.providence.org,Cisco 4331 Integrated Services Router,10.254.10.4,Routers,ISR4331/K9,FLM2140V1CB,16.9.4,2021-02-16T07:38:05.000Z,32620701868
WSBY6A7S001.network.providence.org,Cisco Catalyst 2960-24-S Switch,10.227.114.26,Switches and Hubs,WS-C2960-24-S,FOC1414W3XR,15.0(2)SE11,2021-02-16T07:35:35.000Z,33723564373
OPMCASB2S001.network.providence.org,Cisco 3750 Stackable Switches,10.244.2.179,Switches and Hubs,WS-C3750V2-48PS-S,FDO1602X0BV,12.2(55)SE7,2021-02-16T07:41:11.000Z,1002181768
WSBY5B4S001.network.providence.org,Cisco Catalyst 2960-24-S Switch,10.227.112.197,Switches and Hubs,WS-C2960-24-S,FOC1318Y528,15.0(2)SE11,2021-02-16T07:35:35.000Z,33555227035
WAKADSCNT-01MDF-DS01.kmc.kadlec.org,Cisco Catalyst 4500X-16 SFP+ Switch,10.110.182.1,Switches and Hubs,WS-C4500X-16,JAE204703ZE,03.11.01.E,2021-02-16T07:35:35.000Z,20403462968
FG-AVG.rrmginc.com,Cisco VG224 Voice Gateway,10.156.241.2,Voice and Telephony,VG224,FHK1404F37M,12.4(6)XE3,2021-02-16T07:46:16.000Z,67764131190
AKAKAMCNT-FB086-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.19.36.17,Switches and Hubs,C9300-48P,FOC2150Q0FX,16.6.3,2021-02-16T07:36:43.000Z,47391446646
fountaingrove-vg-1.rrmginc.com,Cisco 2921 Integrated Services Router G2,10.156.241.3,Routers,CISCO2921/K9,FTX1404AK7Q,15.0(1)M1,2021-02-16T07:46:16.000Z,25459544888
,,10.244.40.96,,,,,2021-02-16T07:46:16.000Z,
,,10.245.1.37,,,,,2021-02-16T07:46:16.000Z,
MSPH-DCBP-R003.network.providence.org,Cisco 2811VE Integrated Services Router,10.195.254.4,Routers,CISCO2811      ,FTX1310A1SN,12.4(3j),2021-02-16T07:39:34.000Z,3025271075
CA-HAPL-LCMI-001A-S01.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.15.255.28,Switches and Hubs,WS-C3850-48F-S,FOC2047X0LH,03.06.05E,2021-02-16T07:38:05.000Z,42874899645
HFBW-3A-3750.swedish.org,Cisco 3750 Stackable Switches,10.211.255.131,Switches and Hubs,WS-C3750-48PS-E,FDO1224X3B9,12.2(46)SE,2021-02-16T07:39:34.000Z,254558368
CAMLBMCNT-0002S-AS01.stjoe.org,Cisco Catalyst38xx stack-able ethernet switch,10.198.254.70,Switches and Hubs,WS-C3850-48U-S,FOC2045X1DG,16.6.6,2021-02-16T07:47:38.000Z,11534873572
HCWT-DC-5508-02,Cisco 5508 Wireless LAN Controller,10.221.58.12,Wireless Controller,AIR-CT5508-K9,FCW1745L00J,8.5.140.0,2021-02-16T07:37:07.000Z,27076840378
WMSV-1W-S001.providence.org,Cisco 3750 Stackable Switches,10.228.236.7,Switches and Hubs,WS-C3750-24PS-S,CAT1032NH06,12.2(55)SE1,2021-02-16T07:35:35.000Z,7818178984
ONMC-1B-S001.network.providence.org,Cisco 3750 Stackable Switches,10.245.255.13,Switches and Hubs,WS-C3750-48PS-S,CAT1008R00Z,12.2(55)SE1,2021-02-16T07:38:05.000Z,18038260676
HFND-06-3850.Swedish.org,Cisco Catalyst38xx stack-able ethernet switch,10.211.255.144,Switches and Hubs,WS-C3850-48P,FCW1951D0VB,03.03.05SE,2021-02-16T07:39:34.000Z,70422171127
CA-PRMP-FAMG-002N-S81.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.8.255.50,Switches and Hubs,WS-C3850-24T-E,FOC1848U1E1,16.6.6,2021-02-16T07:38:05.000Z,39656691031
MHRAP-LAS-MDF-01.stjoe.org,Cisco Catalyst38xx stack-able ethernet switch,10.156.85.226,Switches and Hubs,WS-C3850-48U-S,FCW2035D0P7,03.07.04E,2021-02-16T07:44:31.000Z,912051141
AK-AKMC-BLDG-1161-S06.network.providence.org,Cisco Catalyst 9300 Switch,10.16.43.54,Switches and Hubs,C9300-48P,FCW2127L0CN,16.6.6,2021-02-16T07:35:35.000Z,44728506927
RRD-02-6504-1.swedish.org,Cisco Catalyst 6504-E Switch,10.222.255.30,Switches and Hubs,WS-C6504-E,FOX1423GWVQ,12.2(33)SXI4a,2021-02-16T07:38:05.000Z,183931511820
WAARNMPNT-IDF15-AS01.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.211.255.76,Switches and Hubs,WS-C3850-48P-S,FOC2106X0NS,16.6.3,2021-02-16T07:39:34.000Z,27495866345
WRDC-5W-S001.network.providence.org,Cisco 3750 Stackable Switches,10.230.48.3,Switches and Hubs,WS-C3750V2-48PS-S,FDO1727Y2PJ,12.2(55)SE7,2021-02-16T07:35:35.000Z,24416463493
WSBY13A12S001.network.providence.org,Cisco Catalyst 2960-24TC Switch,10.227.112.31,Switches and Hubs,WS-C2960-24TC-L,FCQ1545Y2PE,15.0(2)SE11,2021-02-16T07:36:43.000Z,980251935
CA-WCDR-1831-S00A-S01.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.7.255.59,Switches and Hubs,WS-C3850-48F-S,FOC2209L17Z,03.06.06E,2021-02-16T07:38:05.000Z,41244254039
WCOL-3B-S001.network.providence.org,Cisco 3750 Stackable Switches,10.232.99.30,Switches and Hubs,WS-C3750-48PS-S,CAT1109NGSK,12.2(55)SE1,2021-02-16T07:35:35.000Z,2921140767
OPMCNPV-6AS001.network.providence.org,Cisco 3750 Stackable Switches,10.244.162.14,Switches and Hubs,WS-C3750-48PS-S,FDO1137Y088,12.2(55)SE1,2021-02-16T07:38:05.000Z,169053866849
WACOLMCNT-D006A-AS01.providence.org,Cisco Catalyst 9300 Switch,10.232.255.98,Switches and Hubs,C9300-48P,FCW2135L17K,16.6.2,2021-02-16T07:36:43.000Z,20558261601
WARCSLCNT-01MDF-WR02.network.providence.org,Cisco 4331 Integrated Services Router,10.150.11.179,Routers,ISR4331/K9,FLM2228V0H7,16.12.4,2021-02-16T07:36:43.000Z,2616730915
ORSTVMCNT-MTLLW-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.242.2.46,Switches and Hubs,C9300-48P,FCW2136G00Z,16.6.6,2021-02-16T07:41:11.000Z,30271284948
ORSTVMCNT-M052A-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.242.242.69,Switches and Hubs,C9300-48P,FJC2333T01T,16.12.4,2021-02-16T07:41:11.000Z,407179678
CHSMC-LAS-SOUTH4-01.stjoe.org,Cisco 3750 Stackable Switches,10.202.2.16,Switches and Hubs,WS-C3750X-48PF-L,FDO1750R23N,12.2(55)SE6,2021-02-16T07:42:36.000Z,207170939297
MTSTPMCNT-MHB1A-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.192.5.10,Switches and Hubs,C9300-48P,FCW2234E08N,16.6.3,2021-02-16T07:39:34.000Z,53610158702
MT-STPH-DC01-R106-S91.network.providence.org,Cisco Catalyst 6509 Switch,10.196.255.3,Switches and Hubs,WS-C6509-E,SMG1207N583,12.2(33)SXH1,2021-02-16T07:39:34.000Z,215913745526
WAKADMCNT-IDF8402-AS02.kmc.kadlec.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.110.44.3,Switches and Hubs,WS-C2960X-48FPD-L,FOC2009Z0SQ,15.2(4)E1,2021-02-16T07:36:43.000Z,143386676439
WASTPMCNT-0010A-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.236.99.75,Switches and Hubs,C9300-48P,FCW2136G01M,16.9.5,2021-02-16T07:35:35.000Z,2936090853
QVMMC-LAS-PAV335-01.stjoe.org,Cisco 3750 Stackable Switches,10.208.143.37,Switches and Hubs,WS-C3750X-48PF-L,FDO1645H0W1,12.2(55)SE6,2021-02-16T07:46:16.000Z,237984441918
ORSTVMCNT-0LM21-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.242.2.21,Switches and Hubs,C9300-48P,FCW2133G0E8,16.12.4,2021-02-16T07:39:34.000Z,2080255348
HBAL-05-3750.Swedish.org,Cisco 3750 Stackable Switches,10.216.255.12,Switches and Hubs,WS-C3750V2-48PS-E,FDO1607X3UA,12.2(50)SE5,2021-02-16T07:39:34.000Z,10156998792
OSTVMO39S001.network.providence.org,Cisco 3750 Stackable Switches,10.242.242.254,Switches and Hubs,WS-C3750-24PS-S,FDO1123Z374,12.2(55)SE1,2021-02-16T07:39:34.000Z,1200725245
HBAL-04-3750.Swedish.org,Cisco 3750 Stackable Switches,10.216.255.11,Switches and Hubs,WS-C3750V2-48PS-E,FDO1605X1HE,12.2(50)SE5,2021-02-16T07:39:34.000Z,20320954264
WAWSEACNT-03MDF-S001,Cisco 3750 Stackable Switches,10.153.232.210,Switches and Hubs,WS-C3750V2-48PS-S,FDO1610X0VP,12.2(58)SE2,2021-02-16T07:39:34.000Z,8131977533
OPMCDC01S213.network.providence.org,Cisco Catalyst 2950T 24 Switch,10.244.70.9,Switches and Hubs,WS-C2950T-24,FOC0814T1C0,12.1(22)EA14,2021-02-16T07:38:05.000Z,295626494366
OSTVWP2-S001.network.providence.org,Cisco 3750 Stackable Switches,10.242.2.87,Switches and Hubs,WS-C3750-48PS-S,CAT1035ZLA0,12.2(55)SE1,2021-02-16T07:39:34.000Z,43437986914
CA-HCMC-NTWR-00BE-S01.network.providence.org,Cisco 3750 Stackable Switches,10.4.90.3,Switches and Hubs,WS-C3750V2-48PS-S,FDO1518X08L,12.2(55)SE1,2021-02-16T07:38:05.000Z,190546804578
ORMFRMCNT-002E-R001-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.150.20.19,Switches and Hubs,C9300-48P,FOC2223Z0BJ,16.6.5,2021-02-16T07:41:11.000Z,55432544663
ORWFSMC-000LLMDF-WR01.network.providence.org,Cisco 4451 Series Integrated Services Router,10.150.20.130,Routers,ISR4451-X/K9,FJC2136D0DK,16.12.4,2021-02-16T07:41:11.000Z,14420115720
CA-FAMG-SFMJ-004A-S04.network.providence.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.8.140.61,Switches and Hubs,WS-C2960XR-48FPD-I,FDO2050B0DF,15.2(2)E5,2021-02-16T07:38:05.000Z,29302229027
ORSWDMPNT-01MDF-WR02.network.providence.org,Cisco 4331 Integrated Services Router,10.254.10.5,Routers,ISR4331/K9,FLM2140V1CG,16.9.4,2021-02-16T07:38:05.000Z,32619740243
WSBY6A8S001.network.providence.org,Cisco Catalyst 2960-24-S Switch,10.227.114.28,Switches and Hubs,WS-C2960-24-S,FOC1414W3VS,15.0(2)SE11,2021-02-16T07:35:35.000Z,33723565164
OPMCASB2S001.network.providence.org,Cisco 3750 Stackable Switches,10.244.2.179,Switches and Hubs,WS-C3750-48TS-S,CAT1019Z0WX,12.2(55)SE7,2021-02-16T07:41:11.000Z,1002181768
WSBY5B5S001.network.providence.org,Cisco Catalyst 2960-24-S Switch,10.227.112.199,Switches and Hubs,WS-C2960-24-S,FOC1318Y545,15.0(2)SE11,2021-02-16T07:35:35.000Z,33555035769
KC-1096Goethals-2960x-1.kmc.kadlec.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.110.182.2,Switches and Hubs,WS-C2960X-48FPD-L,FCW2040B0BA,15.2(2)E5,2021-02-16T07:35:35.000Z,125755499571
SCRDC-DCSW-ROWQ7K14-A-VADMIN,Cisco Nexus 7000 10-Slot Switch,10.244.16.128,Switches and Hubs,N7K-C7010,JAF1426AHSF,4.2(8),2021-02-16T07:46:16.000Z,53834386211
AKAKAMCNT-FB086-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.19.36.17,Switches and Hubs,C9300-48P,FOC2150Z0JD,16.6.3,2021-02-16T07:36:43.000Z,47391446646
,,156.72.255.253,,,,,2021-02-16T07:46:16.000Z,
CAAMGSONT-02IDC-AS01.stjoe.org,Cisco Catalyst 9300 Switch,10.212.44.18,Switches and Hubs,C9300-48P,FCW2208L0BX,16.6.2,2021-02-16T07:46:16.000Z,15879623766
SJEHMS-WART-MDF-01.stjoe.org,Cisco 2921 Integrated Services Router G2,10.245.1.31,Routers,CISCO2921/K9,FTX1504ANXH,15.0(1)M4,2021-02-16T07:46:16.000Z,34174308511
CA-WCDR-1821-S120-S01,Cisco Catalyst 3850 48P 10/100/1000 PoE+ Ports Layer 2/Layer 3 Ethernet Stackable Switch,10.7.255.69,Switches and Hubs,WS-C3850-48P,FOC1818V01D,03.03.03SE,2021-02-16T07:39:34.000Z,30806618985
ORSTVMCNT-0006E-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.242.255.19,Switches and Hubs,C9300-48P,FCW2124L02B,16.6.2,2021-02-16T07:39:34.000Z,59849405861
HFBW-3A-3750.swedish.org,Cisco 3750 Stackable Switches,10.211.255.131,Switches and Hubs,WS-C3750-48PS-E,FDO1224X3BB,12.2(46)SE,2021-02-16T07:39:34.000Z,254558368
CAMHRMCNT-0002G-AS01.stjoe.org,Cisco Catalyst 9300 Switch,10.187.5.120,Switches and Hubs,C9300-48U,FCW2421C0LG,16.12.3a,2021-02-16T07:47:38.000Z,11232850354
BMB-02-5508-01,Cisco 5508 Wireless LAN Controller,10.221.154.8,Wireless Controller,AIR-CT5508-K9,FCW1430L03M,8.5.164.0,2021-02-16T07:37:07.000Z,3036885554
WSJH-1C-S002,Cisco Catalyst 2960-24LT-L Switch,10.108.64.14,Switches and Hubs,WS-C2960-24LT-L,FOC1439Z0PH,12.2(50)SE4,2021-02-16T07:35:35.000Z,47296397375
ONMC-1B-S001.network.providence.org,Cisco 3750 Stackable Switches,10.245.255.13,Switches and Hubs,WS-C3750-48PS-S,CAT1008R00U,12.2(55)SE1,2021-02-16T07:38:05.000Z,18038260676
HFND-06-3850.Swedish.org,Cisco Catalyst38xx stack-able ethernet switch,10.211.255.144,Switches and Hubs,WS-C3850-48P,FCW2009D0C3,03.03.05SE,2021-02-16T07:39:34.000Z,70422171127
CA-PRMP-FAMG-002N-S81.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.8.255.50,Switches and Hubs,WS-C3850-24T-E,FOC1848X1G6,16.6.6,2021-02-16T07:38:05.000Z,39656691031
MHRAP-LAS-MDF-01.stjoe.org,Cisco Catalyst38xx stack-able ethernet switch,10.156.85.226,Switches and Hubs,WS-C3850-48U-S,FCW2035C0PT,03.07.04E,2021-02-16T07:44:31.000Z,912051141
AAMC-CARP-S001,Cisco Catalyst 2940-8TT Switch,10.19.34.9,Switches and Hubs,WS-C2940-8TT-S,FOC1145X34W,12.1(22)EA10b,2021-02-16T07:35:35.000Z,4795299210
RRD-02-6504-2.swedish.org,Cisco Catalyst 6504-E Switch,10.222.255.31,Switches and Hubs,WS-C6504-E,FOX1423GY3W,12.2(18)SXF5,2021-02-16T07:38:05.000Z,118885172637
WAARNMPNT-IDF15-AS01.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.211.255.76,Switches and Hubs,WS-C3850-48P-S,FCW1949C0L5,16.6.3,2021-02-16T07:39:34.000Z,27495866345
WRDC-5W-S001.network.providence.org,Cisco 3750 Stackable Switches,10.230.48.3,Switches and Hubs,WS-C3750V2-48PS-S,FDO1727Y2PN,12.2(55)SE7,2021-02-16T07:35:35.000Z,24416463493
PJA-04-3750.Swedish.org,Cisco 3750 Stackable Switches,10.213.255.8,Switches and Hubs,WS-C3750-48PS-E,FDO1344Z1J8,12.2(35)SE5,2021-02-16T07:36:43.000Z,27252026601
CA-WCDR-1811-S100-S01.network.providence.org,Cisco Catalyst 3850 48P 10/100/1000 PoE+ Ports Layer 2/Layer 3 Ethernet Stackable Switch,10.7.255.54,Switches and Hubs,WS-C3850-48P,FCW2002C14Q,03.02.03.SE,2021-02-16T07:38:05.000Z,3826615193
WCOL-3B-S001.network.providence.org,Cisco 3750 Stackable Switches,10.232.99.30,Switches and Hubs,WS-C3750-48PS-S,CAT1043NG2K,12.2(55)SE1,2021-02-16T07:35:35.000Z,2921140767
WCOL-5A-S001.network.providence.org,Cisco 3750 Stackable Switches,10.232.99.45,Switches and Hubs,WS-C3750X-48P-S,FDO1615R0XJ,12.2(55)SE1,2021-02-16T07:35:35.000Z,2921165457
WACOLMCNT-D006C-AS01.providence.org,Cisco Catalyst 9300 Switch,10.232.255.99,Switches and Hubs,C9300-48P,FCW2135L18D,16.6.2,2021-02-16T07:36:43.000Z,21664560970
WASWRMC-00001MDF-WR01.network.providence.org,Cisco 4331 Integrated Services Router,10.150.11.49,Routers,ISR4331/K9,FLM2248W0F7,16.12.4,2021-02-16T07:36:43.000Z,7953971930
ORSTVMCNT-MB1EA-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.150.17.19,Switches and Hubs,C9300-48P,FJB2332A0L3,16.9.4,2021-02-16T07:41:11.000Z,407193038
ORSTVMCNT-MO56A-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.242.242.43,Switches and Hubs,C9300-48P,FJC2333E03S,16.12.4,2021-02-16T07:41:11.000Z,407269817
CHSMC-LAS-SOUTH4-01.stjoe.org,Cisco 3750 Stackable Switches,10.202.2.16,Switches and Hubs,WS-C3750X-48PF-L,FDO1750R23R,12.2(55)SE6,2021-02-16T07:42:36.000Z,207170939297
MTSTPMCNT-MHB1A-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.192.5.10,Switches and Hubs,C9300-48P,FCW2234G0HC,16.6.3,2021-02-16T07:39:34.000Z,53610158702
CA-TZMC-NBDG-001A-S01.network.providence.org,Cisco Catalyst 9300 Switch,10.5.90.2,Switches and Hubs,C9300-48P,FCW2132L0NQ,16.6.1,2021-02-16T07:39:34.000Z,17876152273
WAKADMCNT-IDF7042-AS01.kmc.kadlec.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.110.38.2,Switches and Hubs,WS-C2960X-48FPD-L,FCW2011A6RX,15.2(4)E1,2021-02-16T07:36:43.000Z,33141037328
WASTPMCNT-0010A-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.236.99.75,Switches and Hubs,C9300-48P,FCW2132L0YP,16.9.5,2021-02-16T07:35:35.000Z,2936090853
QVMMC-LAS-PAV335-01.stjoe.org,Cisco 3750 Stackable Switches,10.208.143.37,Switches and Hubs,WS-C3750X-48PF-L,FDO1653W0RS,12.2(55)SE6,2021-02-16T07:46:16.000Z,237984441918
ORSTVMCNT-0LM21-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.242.2.21,Switches and Hubs,C9300-48P,FOC2133Z04K,16.12.4,2021-02-16T07:39:34.000Z,2080255348
HBAL-05-3850.Swedish.org,Cisco Catalyst38xx stack-able ethernet switch,10.216.255.22,Switches and Hubs,WS-C3850-48P,FCW1901D08C,03.03.05SE,2021-02-16T07:39:34.000Z,23434351426
OR-SVMC-MAIN-6W10-S01.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.242.255.10,Switches and Hubs,WS-C3850-48F-S,FOC2102X19S,03.06.05E,2021-02-16T07:39:34.000Z,6933870048
HBAL-04-3750.Swedish.org,Cisco 3750 Stackable Switches,10.216.255.11,Switches and Hubs,WS-C3750V2-48PS-E,FDO1526Y0BW,12.2(50)SE5,2021-02-16T07:39:34.000Z,20320954264
WAWSEACNT-03MDF-S001,Cisco 3750 Stackable Switches,10.153.232.210,Switches and Hubs,WS-C3750V2-48PS-E,FDO1637Y1ZM,12.2(58)SE2,2021-02-16T07:39:34.000Z,8131977533
OPMCDC01S303.network.providence.org,Cisco Catalyst 2950T 24 Switch,10.244.70.11,Switches and Hubs,WS-C2950T-24,FOC0801Z1NL,12.1(22)EA14,2021-02-16T07:38:05.000Z,281618778767
OSTVWP2-S001.network.providence.org,Cisco 3750 Stackable Switches,10.242.2.87,Switches and Hubs,WS-C3750-48TS-S,CAT1019Z0WY,12.2(55)SE1,2021-02-16T07:39:34.000Z,43437986914
CA-HCMC-NTWR-00BE-S01.network.providence.org,Cisco 3750 Stackable Switches,10.4.90.3,Switches and Hubs,WS-C3750V2-48PS-S,FDO1518X05N,12.2(55)SE1,2021-02-16T07:38:05.000Z,190546804578
ORMFRMCNT-002E-R001-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.150.20.19,Switches and Hubs,C9300-48P,FOC2236Q0A2,16.6.5,2021-02-16T07:41:11.000Z,55432544663
ORWFSMC-000LLDC1-WR02.network.providence.org,Cisco 4451 Series Integrated Services Router,10.150.20.131,Routers,ISR4451-X/K9,FJC2136D0E6,16.12.4,2021-02-16T07:41:11.000Z,8898881827
CA-FAMG-SFMJ-004A-S04.network.providence.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.8.140.61,Switches and Hubs,WS-C2960XR-48FPD-I,FDO2048B0PC,15.2(2)E5,2021-02-16T07:38:05.000Z,29302229027
OSMP3RD-S001.network.providence.org,Cisco Catalyst 9300 Switch,10.254.8.12,Switches and Hubs,C9300-48P,FCW2130L0GG,16.6.1,2021-02-16T07:38:05.000Z,13033993185
WSBY13A5S001.network.providence.org,Cisco Catalyst 2960-24TC-S Switch,10.227.114.29,Switches and Hubs,WS-C2960-24TC-S,FCQ1539Z3W9,15.0(2)SE11,2021-02-16T07:35:35.000Z,31472007273
OPMCASB2S001.network.providence.org,Cisco 3750 Stackable Switches,10.244.2.179,Switches and Hubs,WS-C3750-48PS-S,CAT1126RGE9,12.2(55)SE7,2021-02-16T07:41:11.000Z,1002181768
WSBY5B6S001.network.providence.org,Cisco Catalyst 2960-24-S Switch,10.227.112.201,Switches and Hubs,WS-C2960-24-S,FOC1318Y53E,15.0(2)SE11,2021-02-16T07:35:35.000Z,33555387443
KC-1096Goethals-2960x-1.kmc.kadlec.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.110.182.2,Switches and Hubs,WS-C2960X-48FPD-L,FOC2040Z00Y,15.2(2)E5,2021-02-16T07:35:35.000Z,125755499571
CAPVHMCNT-1SMDF-CS01.stjoe.org,Cisco Catalyst 4500 Virtual Switching System,10.211.0.3,Switches and Hubs,WS-C4500X-16,JAE17140159,03.08.08.E,2021-02-16T07:46:16.000Z,43239365216
AKAKAMCNT-FB086-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.19.36.17,Switches and Hubs,C9300-48P,FOC2150Z0RF,16.6.3,2021-02-16T07:36:43.000Z,47391446646
,,10.207.1.253,,,,,2021-02-16T07:46:16.000Z,
CAAMGSONT-01IDB-AS01.stjoe.org,Cisco Catalyst 9300 Switch,10.212.44.19,Switches and Hubs,C9300-48P,FCW2239C0TA,16.6.2,2021-02-16T07:46:16.000Z,20689097339
CA-LCMC-HANN-001N-S01.network.providence.org,Cisco Catalyst 9300 Switch,10.15.254.10,Switches and Hubs,C9300-48P,FCW2133G01X,16.6.2,2021-02-16T07:38:05.000Z,54561824329
CA-WCDR-1831-S00B-S01.network.providence.org,Cisco Catalyst 3850 48P 10/100/1000 PoE+ Ports Layer 2/Layer 3 Ethernet Stackable Switch,10.7.255.60,Switches and Hubs,WS-C3850-48F-S,FOC2048X13D,03.06.05E,2021-02-16T07:39:34.000Z,4008626152
ORSTVMCNT-0006E-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.242.255.19,Switches and Hubs,C9300-48P,FOC2309X0XN,16.6.2,2021-02-16T07:39:34.000Z,59849405861
HFBW-3A-3750.swedish.org,Cisco 3750 Stackable Switches,10.211.255.131,Switches and Hubs,WS-C3750-48PS-E,FDO1224X3EK,12.2(46)SE,2021-02-16T07:39:34.000Z,254558368
CAMHRMCNT-0002G-AS01.stjoe.org,Cisco Catalyst 9300 Switch,10.187.5.120,Switches and Hubs,C9300-48U,FCW2421G0GZ,16.12.3a,2021-02-16T07:47:38.000Z,11232850354
HFOI-01-5508-01,Cisco 5508 Wireless LAN Controller,10.221.26.8,Wireless Controller,AIR-CT5508-K9,FCW1745L093,8.0.133.0,2021-02-16T07:37:07.000Z,14568399652
